"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"1312","英檢中級 GEPT Intermediate","I","中級","I","intensify","verb","變激烈、增強","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1313","英檢中級 GEPT Intermediate","I","中級","I","intensive","adj.","密集的、加強的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1314","英檢中級 GEPT Intermediate","I","中級","I","intention","noun","意圖","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1315","英檢中級 GEPT Intermediate","I","中級","I","interact","verb","互動","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1316","英檢中級 GEPT Intermediate","I","中級","I","interfere","verb","干涉、妨礙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1317","英檢中級 GEPT Intermediate","I","中級","I","interference","noun","干涉、妨礙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1318","英檢中級 GEPT Intermediate","I","中級","I","intermediate","adj.","中級的、中間的","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1319","英檢中級 GEPT Intermediate","I","中級","I","internal","adj.","內部的、國內的","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1320","英檢中級 GEPT Intermediate","I","中級","I","interpret","verb","詮釋、理解為","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1321","英檢中級 GEPT Intermediate","I","中級","I","interpretation","noun","詮釋、理解","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1322","英檢中級 GEPT Intermediate","I","中級","I","interpreter","noun","口譯員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1323","英檢中級 GEPT Intermediate","I","中級","I","interval","noun","（時間）間隔","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1324","英檢中級 GEPT Intermediate","I","中級","I","intimate","adj./noun","親密的、諳熟的、隱私的；知己","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1325","英檢中級 GEPT Intermediate","I","中級","I","introduction","noun","介紹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1326","英檢中級 GEPT Intermediate","I","中級","I","intrude","verb","打擾、侵入","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1327","英檢中級 GEPT Intermediate","I","中級","I","intruder","noun","侵入者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1328","英檢中級 GEPT Intermediate","I","中級","I","invade","verb/noun","侵略","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1329","英檢中級 GEPT Intermediate","I","中級","I","invention","noun","發明（物）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1330","英檢中級 GEPT Intermediate","I","中級","I","inventor","noun","發明者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1331","英檢中級 GEPT Intermediate","I","中級","I","invest","verb","投資、投入時間","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1332","英檢中級 GEPT Intermediate","I","中級","I","investment","noun","投資、投入","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1333","英檢中級 GEPT Intermediate","I","中級","I","investor","noun","投資者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1334","英檢中級 GEPT Intermediate","I","中級","I","invisible","adj.","隱形的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1335","英檢中級 GEPT Intermediate","I","中級","I","involve","verb","牽涉、包含、參加","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1336","英檢中級 GEPT Intermediate","I","中級","I","isolate","verb","孤立、隔離","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1337","英檢中級 GEPT Intermediate","I","中級","I","isolation","noun","孤立、隔離","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1338","英檢中級 GEPT Intermediate","I","中級","I","issue","noun","議題、問題","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1339","英檢中級 GEPT Intermediate","I","中級","I","issue","verb","發行","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1340","英檢中級 GEPT Intermediate","I","中級","I","itch","verb/noun","發癢；癢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1341","英檢中級 GEPT Intermediate","I","中級","I","ivory","noun","象牙、象牙製品","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1342","英檢中級 GEPT Intermediate","I","中級","I","ivory","adj.","象牙白色的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1343","英檢中級 GEPT Intermediate","J","中級","I","jail","noun/verb","監獄；監禁","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1344","英檢中級 GEPT Intermediate","J","中級","I","jam","verb","塞進、擠滿","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1345","英檢中級 GEPT Intermediate","J","中級","I","jar","noun","（玻璃）罐子、一罐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1346","英檢中級 GEPT Intermediate","J","中級","I","jaw","noun","下巴","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1347","英檢中級 GEPT Intermediate","J","中級","I","jealousy","noun","妒忌","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1348","英檢中級 GEPT Intermediate","J","中級","I","jelly","noun","膠狀物、果凍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1349","英檢中級 GEPT Intermediate","J","中級","I","jet","noun/verb","噴射機；乘噴射機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1350","英檢中級 GEPT Intermediate","J","中級","I","jewel","noun","寶石、首飾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1351","英檢中級 GEPT Intermediate","J","中級","I","jewellery","noun","珠寶","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1352","英檢中級 GEPT Intermediate","J","中級","I","journal","noun","報刊雜誌、日記","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1353","英檢中級 GEPT Intermediate","J","中級","I","journey","noun/verb","旅行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1354","英檢中級 GEPT Intermediate","J","中級","I","joyful","adj.","令人愉快的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1355","英檢中級 GEPT Intermediate","J","中級","I","judgment","noun","判斷、審判","= judgement","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1356","英檢中級 GEPT Intermediate","J","中級","I","juicy","adj.","多汁的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1357","英檢中級 GEPT Intermediate","J","中級","I","jungle","noun","叢林","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1358","英檢中級 GEPT Intermediate","J","中級","I","junior","adj./noun","較年輕的、資淺的、（四年制中學或大學）三年級的；後輩、資淺者、（四年制中學或大學的）三年級學生","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1359","英檢中級 GEPT Intermediate","J","中級","I","junk","noun","廢舊物、垃圾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1360","英檢中級 GEPT Intermediate","J","中級","I","jury","noun","陪審團","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1361","英檢中級 GEPT Intermediate","J","中級","I","justice","noun","正義、司法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/505a6cdd57887c9128fac80dc79989d4"
"1362","英檢中級 GEPT Intermediate","K","中級","I","keen","adj.","熱切的、熱心的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1363","英檢中級 GEPT Intermediate","K","中級","I","keeper","noun","飼養者、看守人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1364","英檢中級 GEPT Intermediate","K","中級","I","kettle","noun","水壺","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1365","英檢中級 GEPT Intermediate","K","中級","I","keyboard","noun","鍵盤","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1366","英檢中級 GEPT Intermediate","K","中級","I","kidnap","verb","綁架","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1367","英檢中級 GEPT Intermediate","K","中級","I","kidney","noun","腎","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1368","英檢中級 GEPT Intermediate","K","中級","I","kindly","adj./adv.","親切的；親切地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1369","英檢中級 GEPT Intermediate","K","中級","I","kindness","noun","親切、和藹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1370","英檢中級 GEPT Intermediate","K","中級","I","kit","noun","成套工具","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1371","英檢中級 GEPT Intermediate","K","中級","I","kneel","verb","跪下","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1372","英檢中級 GEPT Intermediate","K","中級","I","knight","noun","騎士","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1373","英檢中級 GEPT Intermediate","K","中級","I","knit","verb/noun","縫紉；針織衫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1374","英檢中級 GEPT Intermediate","K","中級","I","knob","noun","球形把手、旋鈕","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1375","英檢中級 GEPT Intermediate","K","中級","I","knot","noun/verb","繩結；打結","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1376","英檢中級 GEPT Intermediate","K","中級","I","knowledgeable","adj.","博學的、有見識的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/c42c1cb35fd0d6547b439a8e3763c790"
"1377","英檢中級 GEPT Intermediate","L","中級","I","label","noun/verb","標籤；貼標籤於、歸為","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1378","英檢中級 GEPT Intermediate","L","中級","I","labor","noun/verb","勞動、勞工；努力做","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1379","英檢中級 GEPT Intermediate","L","中級","I","laboratory","noun","實驗室","= lab","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1380","英檢中級 GEPT Intermediate","L","中級","I","lace","noun/verb","蕾絲；用帶繫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1381","英檢中級 GEPT Intermediate","L","中級","I","ladder","noun","梯子、階梯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1382","英檢中級 GEPT Intermediate","L","中級","I","ladybug","noun","瓢蟲","= ladybird (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1383","英檢中級 GEPT Intermediate","L","中級","I","lag","verb/noun","掉隊、滯後、緩慢移動；（兩件事之間的）間隔，延遲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1384","英檢中級 GEPT Intermediate","L","中級","I","landlady","noun","女房東、女地主","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1385","英檢中級 GEPT Intermediate","L","中級","I","landlord","noun","房東、地主","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1386","英檢中級 GEPT Intermediate","L","中級","I","landmark","noun","地標","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1387","英檢中級 GEPT Intermediate","L","中級","I","landscape","noun/verb","風景；美化（環境）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1388","英檢中級 GEPT Intermediate","L","中級","I","landslide","noun","土石流","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1389","英檢中級 GEPT Intermediate","L","中級","I","lane","noun","小路、巷弄","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1390","英檢中級 GEPT Intermediate","L","中級","I","lap","noun","大腿、一圈（跑道）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1391","英檢中級 GEPT Intermediate","L","中級","I","largely","adv.","大部分、主要地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1392","英檢中級 GEPT Intermediate","L","中級","I","laser","noun","雷射","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1393","英檢中級 GEPT Intermediate","L","中級","I","last","verb","持續","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1394","英檢中級 GEPT Intermediate","L","中級","I","lately","adv.","最近","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1395","英檢中級 GEPT Intermediate","L","中級","I","latitude","noun","緯度","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1396","英檢中級 GEPT Intermediate","L","中級","I","latter","adj.","後面的、後者的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1397","英檢中級 GEPT Intermediate","L","中級","I","laughter","noun","笑、笑聲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1398","英檢中級 GEPT Intermediate","L","中級","I","launch","verb/noun","發動、發行、發射、下水","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1399","英檢中級 GEPT Intermediate","L","中級","I","laundry","noun","洗衣店、洗好或待洗的衣物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1400","英檢中級 GEPT Intermediate","L","中級","I","lavatory","noun","盥洗室、廁所","= toilet","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1401","英檢中級 GEPT Intermediate","L","中級","I","lawful","adj.","合法的、法定的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1402","英檢中級 GEPT Intermediate","L","中級","I","lawn","noun","草坪","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1403","英檢中級 GEPT Intermediate","L","中級","I","layer","noun","層","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1404","英檢中級 GEPT Intermediate","L","中級","I","lead","noun","鉛","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1405","英檢中級 GEPT Intermediate","L","中級","I","leading","adj.","最重要的、領先的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1406","英檢中級 GEPT Intermediate","L","中級","I","leaflet","noun","傳單","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1407","英檢中級 GEPT Intermediate","L","中級","I","league","noun","聯盟、社團","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1408","英檢中級 GEPT Intermediate","L","中級","I","leak","verb/noun","滲漏、走漏；漏洞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1409","英檢中級 GEPT Intermediate","L","中級","I","lean","adj.","瘦（肉）的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1410","英檢中級 GEPT Intermediate","L","中級","I","lean","verb","傾斜、倚靠","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1411","英檢中級 GEPT Intermediate","L","中級","I","leap","verb/noun","跳躍、巨變、激增","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
"1412","英檢中級 GEPT Intermediate","L","中級","I","learned","adj.","有學問的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/ba690f4d26c9c49a114bfc43c43c02e7"
