"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"3080","英檢中級 GEPT Intermediate","N","中級","I","noun","noun","名詞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3081","英檢中級 GEPT Intermediate","N","中級","I","nourish","verb","滋養","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3082","英檢中級 GEPT Intermediate","N","初級","E","novel","noun","小說","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3083","英檢中級 GEPT Intermediate","N","初級","E","novel","adj.","新穎的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3084","英檢中級 GEPT Intermediate","N","中級","I","novelist","noun","小說家","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3085","英檢中級 GEPT Intermediate","N","初級","E","November","noun","十一月","= Nov.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3086","英檢中級 GEPT Intermediate","N","初級","E","now","adv./noun/pron.","現在","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3087","英檢中級 GEPT Intermediate","N","中級","I","nowadays","adv.","現今","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3088","英檢中級 GEPT Intermediate","N","中級","I","nowhere","adv.","無處","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3089","英檢中級 GEPT Intermediate","N","中級","I","nuclear","adj.","核能的","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3090","英檢中級 GEPT Intermediate","N","初級","E","number","noun/verb","號碼；編號碼","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3091","英檢中級 GEPT Intermediate","N","中級","I","numerous","adj.","許多的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3092","英檢中級 GEPT Intermediate","N","中級","I","nun","noun","修女、尼姑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3093","英檢中級 GEPT Intermediate","N","初級","E","nurse","noun/verb","護理師；照護","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3094","英檢中級 GEPT Intermediate","N","中級","I","nursery","noun","托兒所","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3095","英檢中級 GEPT Intermediate","N","中級","I","nursing","noun/adj.","護理、看護；護理的、哺乳的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3096","英檢中級 GEPT Intermediate","N","中級","I","nut","noun","堅果","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3097","英檢中級 GEPT Intermediate","N","中級","I","nutrient","noun","營養物、養分","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3098","英檢中級 GEPT Intermediate","N","中級","I","nutrition","noun","營養","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3099","英檢中級 GEPT Intermediate","N","中級","I","nylon","noun","尼龍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/27fd5b8734597ff39055b635876f1bc0"
"3100","英檢中級 GEPT Intermediate","O","初級","E","o'clock","adv.","…點鐘","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3101","英檢中級 GEPT Intermediate","O","中級","I","oak","noun","橡樹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3102","英檢中級 GEPT Intermediate","O","中級","I","obedient","adj.","順從的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3103","英檢中級 GEPT Intermediate","O","初級","E","obey","verb","服從","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3104","英檢中級 GEPT Intermediate","O","初級","E","object","noun","物體、對象、目標","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3105","英檢中級 GEPT Intermediate","O","初級","E","object","verb","反對、抗議","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3106","英檢中級 GEPT Intermediate","O","中級","I","objection","noun","反對","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3107","英檢中級 GEPT Intermediate","O","中級","I","objective","noun/adj.","目的；客觀的","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3108","英檢中級 GEPT Intermediate","O","中級","I","observation","noun","觀察、評論","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3109","英檢中級 GEPT Intermediate","O","中級","I","observe","verb","注意到、觀察","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3110","英檢中級 GEPT Intermediate","O","中級","I","obstacle","noun","阻礙、絆腳石","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3111","英檢中級 GEPT Intermediate","O","中級","I","obtain","verb","獲得","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3112","英檢中級 GEPT Intermediate","O","中級","I","obvious","adj.","明顯的","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3113","英檢中級 GEPT Intermediate","O","中級","I","occasion","noun","場合、盛典","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3114","英檢中級 GEPT Intermediate","O","中級","I","occasional","adj.","偶爾的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3115","英檢中級 GEPT Intermediate","O","中級","I","occupation","noun","職業、佔領","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3116","英檢中級 GEPT Intermediate","O","中級","I","occupy","verb","佔用、忙於、佔領","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3117","英檢中級 GEPT Intermediate","O","初級","E","occur","verb","發生","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3118","英檢中級 GEPT Intermediate","O","初級","E","ocean","noun","海洋","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3119","英檢中級 GEPT Intermediate","O","初級","E","October","noun","十月","= Oct.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3120","英檢中級 GEPT Intermediate","O","中級","I","odd","adj.","奇怪的","","L10","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3121","英檢中級 GEPT Intermediate","O","初級","E","of","prep.","...的、屬於、關於","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3122","英檢中級 GEPT Intermediate","O","初級","E","off","adv./prep./adj.","（離）開","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3123","英檢中級 GEPT Intermediate","O","中級","I","offend","verb","冒犯、犯法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3124","英檢中級 GEPT Intermediate","O","中級","I","offense","noun","犯法、進攻","= offence (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3125","英檢中級 GEPT Intermediate","O","中級","I","offensive","adj./noun","冒犯的；進攻","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3126","英檢中級 GEPT Intermediate","O","初級","E","offer","verb/noun","提供、提議、出價","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3127","英檢中級 GEPT Intermediate","O","初級","E","office","noun","辦公室","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3128","英檢中級 GEPT Intermediate","O","初級","E","officer","noun","官員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3129","英檢中級 GEPT Intermediate","O","初級","E","official","noun/adj.","官員；官方的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3130","英檢中級 GEPT Intermediate","O","初級","E","often","adv.","時常","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3131","英檢中級 GEPT Intermediate","O","中級","I","oh","interj.","哦、哎喲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3132","英檢中級 GEPT Intermediate","O","初級","E","oil","noun/verb","油；塗油","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3133","英檢中級 GEPT Intermediate","O","初級","E","OK","adj./adv./noun/verb","好、同意","= O.K. = ok = o.k.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3134","英檢中級 GEPT Intermediate","O","初級","E","old","adj.","老的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3135","英檢中級 GEPT Intermediate","O","中級","I","Olympic","adj.","奧林匹克的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3136","英檢中級 GEPT Intermediate","O","初級","E","omit","verb","省去","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3137","英檢中級 GEPT Intermediate","O","初級","E","on","prep./adv.","在…上","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3138","英檢中級 GEPT Intermediate","O","初級","E","once","adv./conj./pron.","一次、曾經；一旦…就…","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3139","英檢中級 GEPT Intermediate","O","初級","E","one","number/pron./noun/adj.","一（個）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3140","英檢中級 GEPT Intermediate","O","中級","I","one-sided","adj.","片面的、一面倒的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3141","英檢中級 GEPT Intermediate","O","中級","I","oneself","pron.","自己","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3142","英檢中級 GEPT Intermediate","O","初級","E","onion","noun","洋蔥","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3143","英檢中級 GEPT Intermediate","O","初級","E","online","adj./adv.","線上的；在線上","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3144","英檢中級 GEPT Intermediate","O","初級","E","only","adv./adj./conj.","僅、只；唯一的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3145","英檢中級 GEPT Intermediate","O","中級","I","onto","prep.","到…之上","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3146","英檢中級 GEPT Intermediate","O","初級","E","open","verb/adj.","打開；開著的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3147","英檢中級 GEPT Intermediate","O","中級","I","opener","noun","開罐器；開場白","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3148","英檢中級 GEPT Intermediate","O","中級","I","opening","adj.","開始的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3149","英檢中級 GEPT Intermediate","O","中級","I","opening","noun","缺口、開幕","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3150","英檢中級 GEPT Intermediate","O","中級","I","opera","noun","歌劇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3151","英檢中級 GEPT Intermediate","O","初級","E","operate","verb","操作","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3152","英檢中級 GEPT Intermediate","O","初級","E","operation","noun","運作","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3153","英檢中級 GEPT Intermediate","O","中級","I","operator","noun","操作人員、技工","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3154","英檢中級 GEPT Intermediate","O","初級","E","opinion","noun","觀點","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3155","英檢中級 GEPT Intermediate","O","中級","I","opponent","noun","對手、反對者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3156","英檢中級 GEPT Intermediate","O","初級","E","opportunity","noun","機會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3157","英檢中級 GEPT Intermediate","O","中級","I","oppose","verb","反對","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3158","英檢中級 GEPT Intermediate","O","中級","I","opposite","noun","反面","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3159","英檢中級 GEPT Intermediate","O","中級","I","opposite","adj./adv.","在對面（的）；在…對面","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3160","英檢中級 GEPT Intermediate","O","中級","I","opposition","noun","反對、對抗","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3161","英檢中級 GEPT Intermediate","O","中級","I","optimistic","adj.","樂觀的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3162","英檢中級 GEPT Intermediate","O","中級","I","option","noun","選擇","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3163","英檢中級 GEPT Intermediate","O","初級","E","or","conj.","或、否則","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3164","英檢中級 GEPT Intermediate","O","中級","I","oral","adj./noun","口頭的；口試","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3165","英檢中級 GEPT Intermediate","O","初級","E","orange","noun/adj.","柳橙；橙色（的）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3166","英檢中級 GEPT Intermediate","O","中級","I","orbit","noun/verb","（天體）運行軌道；沿軌道運行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3167","英檢中級 GEPT Intermediate","O","中級","I","orchestra","noun","管絃樂隊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3168","英檢中級 GEPT Intermediate","O","初級","E","order","noun","訂單、順序、命令","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3169","英檢中級 GEPT Intermediate","O","初級","E","order","verb","點菜、訂購、命令","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3170","英檢中級 GEPT Intermediate","O","中級","I","orderly","adj.","有條理的、整齊的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3171","英檢中級 GEPT Intermediate","O","中級","I","orderly","noun","（醫院）護理員、（軍）勤務兵","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3172","英檢中級 GEPT Intermediate","O","初級","E","ordinary","adj.","普通的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3173","英檢中級 GEPT Intermediate","O","中級","I","organ","noun","器官","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3174","英檢中級 GEPT Intermediate","O","中級","I","organic","adj.","有機的、器官的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3175","英檢中級 GEPT Intermediate","O","初級","E","organization","noun","組織","= organisation (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3176","英檢中級 GEPT Intermediate","O","初級","E","organize","verb","安排、籌劃","= organise (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3177","英檢中級 GEPT Intermediate","O","中級","I","origin","noun","起源、出身","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3178","英檢中級 GEPT Intermediate","O","中級","I","original","adj./noun","起初的、獨創的；原型","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
"3179","英檢中級 GEPT Intermediate","O","中級","I","orphan","noun","孤兒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fcad540fe7f86e663e2c7e0ad392f6d3"
