序號,分類,字母,單字或片語,詞性縮寫,詞性,中文含義,來源
860,TOEFL 托福高頻詞彙 1-1000,C,coincide,vi.,不及物動詞,"同时发生;相符合,相巧合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
861,TOEFL 托福高頻詞彙 1-1000,C,coincident,adj.,形容詞,"一一致的,巧合的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
862,TOEFL 托福高頻詞彙 1-1000,C,coincidence,n.,名詞,一一致;同时发生或同时存在的事,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
863,TOEFL 托福高頻詞彙 1-1000,C,collaborate,vi.,不及物動詞,"协作,合作",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
864,TOEFL 托福高頻詞彙 1-1000,C,collaboration,n.,名詞,合作,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
865,TOEFL 托福高頻詞彙 1-1000,C,collapse,n.,名詞,"倒塌;崩溃,失败",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
866,TOEFL 托福高頻詞彙 1-1000,C,colleague,n.,名詞,"同事,同僚僚",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
867,TOEFL 托福高頻詞彙 1-1000,C,collective,adj.,形容詞,"集体的,共同的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
868,TOEFL 托福高頻詞彙 1-1000,C,collide,vi.,不及物動詞,碰撞;冲突,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
869,TOEFL 托福高頻詞彙 1-1000,C,collision,n.,名詞,"碰撞;冲突,抵触",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
870,TOEFL 托福高頻詞彙 1-1000,C,colloquial,adj.,形容詞,"口语的,通俗语的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
871,TOEFL 托福高頻詞彙 1-1000,C,colloquialism,n.,名詞,"俗话,白话,口语",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
872,TOEFL 托福高頻詞彙 1-1000,C,colonize,vt.,及物動詞,"建立立殖⺠民地,拓拓殖；定居,居于",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
873,TOEFL 托福高頻詞彙 1-1000,C,colony,n.,名詞,殖⺠民地;群体,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
874,TOEFL 托福高頻詞彙 1-1000,C,colonial,adj.,形容詞,"殖⺠民的,殖⺠民地的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
875,TOEFL 托福高頻詞彙 1-1000,C,colonel,n.,名詞,陆军上校,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
876,TOEFL 托福高頻詞彙 1-1000,C,colossal,adj.,形容詞,巨大大的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
877,TOEFL 托福高頻詞彙 1-1000,C,combination,n.,名詞,"化和,组合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
878,TOEFL 托福高頻詞彙 1-1000,C,combine,v.,動詞,"联合,结合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
879,TOEFL 托福高頻詞彙 1-1000,C,combustible,adj.,形容詞,易易燃的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
880,TOEFL 托福高頻詞彙 1-1000,C,combustion,n.,名詞,燃烧,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
881,TOEFL 托福高頻詞彙 1-1000,C,comet,n.,名詞,彗星,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
882,TOEFL 托福高頻詞彙 1-1000,C,cometary,adj.,形容詞,"彗星的,彗星似的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
883,TOEFL 托福高頻詞彙 1-1000,C,comic,adj.,形容詞,"滑稽的,好笑的;喜剧的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
884,TOEFL 托福高頻詞彙 1-1000,C,comical,adj.,形容詞,"滑稽的,好笑的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
885,TOEFL 托福高頻詞彙 1-1000,C,commander,n.,名詞,"司令官,指挥员",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
886,TOEFL 托福高頻詞彙 1-1000,C,commemorate,vt.,及物動詞,纪念,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
887,TOEFL 托福高頻詞彙 1-1000,C,comment,n. / vi.,名詞 / 不及物動詞,"注释,评论；谈及;注释,评论",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
888,TOEFL 托福高頻詞彙 1-1000,C,commentator,n.,名詞,"评论员,讲解员",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
889,TOEFL 托福高頻詞彙 1-1000,C,commentary,n.,名詞,"注释,解说词",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
890,TOEFL 托福高頻詞彙 1-1000,C,commerce,n.,名詞,商业,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
891,TOEFL 托福高頻詞彙 1-1000,C,commercial,adj.,形容詞,"商业的,贸易易的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
892,TOEFL 托福高頻詞彙 1-1000,C,commercialize,vt.,及物動詞,"使商业化,使商品化",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
893,TOEFL 托福高頻詞彙 1-1000,C,commission,vt. / n.,及物動詞 / 名詞,"委任,任命;委托,委托制作；佣金金金",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
894,TOEFL 托福高頻詞彙 1-1000,C,commissioner,n.,名詞,"委员,专员",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
895,TOEFL 托福高頻詞彙 1-1000,C,committed,adj.,形容詞,效忠的;忠于...的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
896,TOEFL 托福高頻詞彙 1-1000,C,commit,vt.,及物動詞,"犯(错误),干(坏事)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
897,TOEFL 托福高頻詞彙 1-1000,C,committee,n.,名詞,委员会,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
898,TOEFL 托福高頻詞彙 1-1000,C,commitment,n.,名詞,"信奉,支支持;许诺,承担义务",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
899,TOEFL 托福高頻詞彙 1-1000,C,commodity,n.,名詞,"商品,日日用用品",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
900,TOEFL 托福高頻詞彙 1-1000,C,commonsense,adj.,形容詞,具有常识的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
901,TOEFL 托福高頻詞彙 1-1000,C,commonplace,adj.,形容詞,平凡的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
902,TOEFL 托福高頻詞彙 1-1000,C,communal,adj.,形容詞,公共的;公社的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
903,TOEFL 托福高頻詞彙 1-1000,C,communicate,vt.,及物動詞,"传达,沟通;通信",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
904,TOEFL 托福高頻詞彙 1-1000,C,communication,n.,名詞,沟通;通讯,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
905,TOEFL 托福高頻詞彙 1-1000,C,community,n.,名詞,社区;社会,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
906,TOEFL 托福高頻詞彙 1-1000,C,commute,v.,動詞,通勤勤,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
907,TOEFL 托福高頻詞彙 1-1000,C,commuter,n.,名詞,经常往返者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
908,TOEFL 托福高頻詞彙 1-1000,T,telecommuter,n.,名詞,(通过在线方方式)远距离工作者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
909,TOEFL 托福高頻詞彙 1-1000,C,compact,adj. / vt.,形容詞 / 及物動詞,"紧凑的,紧密的;简洁的；压缩;使密集",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
910,TOEFL 托福高頻詞彙 1-1000,C,compaction,n.,名詞,压紧,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
911,TOEFL 托福高頻詞彙 1-1000,C,companion,n.,名詞,"同伴,同事",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
912,TOEFL 托福高頻詞彙 1-1000,C,comparable,adj.,形容詞,"可比比的,比比得上的;类似的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
913,TOEFL 托福高頻詞彙 1-1000,C,comparative,adj.,形容詞,比比较的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
914,TOEFL 托福高頻詞彙 1-1000,C,comparatively,adv.,副詞,相当地;比比较地,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
915,TOEFL 托福高頻詞彙 1-1000,C,compatible,adj.,形容詞,"可以并存的,相容的,协调的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
916,TOEFL 托福高頻詞彙 1-1000,I,incompatible,adj.,形容詞,"矛矛盾的,不不调和的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
917,TOEFL 托福高頻詞彙 1-1000,C,compel,vt.,及物動詞,"强迫,使不不得不不",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
918,TOEFL 托福高頻詞彙 1-1000,C,compensate,vt.,及物動詞,"补偿,赔偿",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
919,TOEFL 托福高頻詞彙 1-1000,C,compensation,n.,名詞,"补偿,赔偿",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
920,TOEFL 托福高頻詞彙 1-1000,C,compensatory,adj.,形容詞,补偿性的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
921,TOEFL 托福高頻詞彙 1-1000,C,compete,vi.,不及物動詞,"竞争,比比得上",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
922,TOEFL 托福高頻詞彙 1-1000,C,competent,adj.,形容詞,"有能力的,能胜任的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
923,TOEFL 托福高頻詞彙 1-1000,C,competence,n.,名詞,"能力,胜任",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
924,TOEFL 托福高頻詞彙 1-1000,C,competition,n.,名詞,"竞争,竞赛",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
925,TOEFL 托福高頻詞彙 1-1000,C,competitiveness,n.,名詞,竞争能力,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
926,TOEFL 托福高頻詞彙 1-1000,C,competing,adj.,形容詞,"有竞争性的,不不相上下的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
927,TOEFL 托福高頻詞彙 1-1000,C,compile,vt.,及物動詞,"汇集,编辑",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
928,TOEFL 托福高頻詞彙 1-1000,C,complacence,n.,名詞,"自自满,自自以为是",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
929,TOEFL 托福高頻詞彙 1-1000,C,complaint,n.,名詞,"抱怨,怨言言",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
930,TOEFL 托福高頻詞彙 1-1000,C,complain,v.,動詞,抱怨;悲叹,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
931,TOEFL 托福高頻詞彙 1-1000,C,complement,vt. / n.,及物動詞 / 名詞,"补充,使完善；补足足物,补充物",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
932,TOEFL 托福高頻詞彙 1-1000,C,complementary,adj.,形容詞,"补充的,补足足的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
933,TOEFL 托福高頻詞彙 1-1000,C,complex,adj. / n.,形容詞 / 名詞,"复杂的,费解的;结构复杂的；综合体",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
934,TOEFL 托福高頻詞彙 1-1000,C,complexity,n.,名詞,复杂(性),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
935,TOEFL 托福高頻詞彙 1-1000,C,complicated,adj.,形容詞,"费解的,棘手手的;结构复杂的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
936,TOEFL 托福高頻詞彙 1-1000,C,complication,n.,名詞,"并发症;复杂,复杂性",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
937,TOEFL 托福高頻詞彙 1-1000,C,complicity,n.,名詞,"共谋;同谋,共犯",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
938,TOEFL 托福高頻詞彙 1-1000,C,complimentary,adj.,形容詞,赞美的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
939,TOEFL 托福高頻詞彙 1-1000,C,compliment,n.,名詞,"恭维,称赞",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
940,TOEFL 托福高頻詞彙 1-1000,C,comply with,词组,片語,"遵从,符合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
941,TOEFL 托福高頻詞彙 1-1000,C,component,n.,名詞,"成分,组成部分",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
942,TOEFL 托福高頻詞彙 1-1000,C,compose,vt.,及物動詞,"作曲,写作;组成",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
943,TOEFL 托福高頻詞彙 1-1000,B,be composed of,词组,片語,由...组成,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
944,TOEFL 托福高頻詞彙 1-1000,R,recompose,vt.,及物動詞,重写;重新安排,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
945,TOEFL 托福高頻詞彙 1-1000,C,composition,n.,名詞,"构成,组成；写作,作文文;作曲",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
946,TOEFL 托福高頻詞彙 1-1000,D,decomposition,n.,名詞,分解;腐烂,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
947,TOEFL 托福高頻詞彙 1-1000,C,compound,n.,名詞,化合物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
948,TOEFL 托福高頻詞彙 1-1000,C,compound eyes,词组,片語,复眼,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
949,TOEFL 托福高頻詞彙 1-1000,C,comprehend,vt.,及物動詞,"领悟,理理解",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
950,TOEFL 托福高頻詞彙 1-1000,C,comprehensible,adj.,形容詞,"可理理解的,易易于了了解的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
951,TOEFL 托福高頻詞彙 1-1000,C,comprehension,n.,名詞,"理理解,包含",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
952,TOEFL 托福高頻詞彙 1-1000,C,comprehensive,adj.,形容詞,"全面的,综合的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
953,TOEFL 托福高頻詞彙 1-1000,C,compress,vt.,及物動詞,"压缩,浓缩",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
954,TOEFL 托福高頻詞彙 1-1000,C,compression,n.,名詞,"浓缩,压缩",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
955,TOEFL 托福高頻詞彙 1-1000,C,compressed,adj.,形容詞,"被压缩的,紧凑的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
956,TOEFL 托福高頻詞彙 1-1000,C,comprise,vt.,及物動詞,包含;由...组成,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
957,TOEFL 托福高頻詞彙 1-1000,C,compromise,n.,名詞,"妥协,折衷",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
958,TOEFL 托福高頻詞彙 1-1000,C,compulsory,adj.,形容詞,"必须做的,被强制的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
959,TOEFL 托福高頻詞彙 1-1000,C,compute,vt.,及物動詞,计算,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
960,TOEFL 托福高頻詞彙 1-1000,C,computation,n.,名詞,"计算,估计",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
961,TOEFL 托福高頻詞彙 1-1000,C,concave,adj.,形容詞,凹的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
962,TOEFL 托福高頻詞彙 1-1000,C,conceal,vt.,及物動詞,"隐藏,隐瞒",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
963,TOEFL 托福高頻詞彙 1-1000,C,concede,v.,動詞,承认,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
964,TOEFL 托福高頻詞彙 1-1000,C,conceive,vt.,及物動詞,构思;设想,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
965,TOEFL 托福高頻詞彙 1-1000,C,concentric,adj.,形容詞,同心的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
966,TOEFL 托福高頻詞彙 1-1000,C,concept,n.,名詞,"概念,观念",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
967,TOEFL 托福高頻詞彙 1-1000,C,conception,n.,名詞,"观念,认识",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
968,TOEFL 托福高頻詞彙 1-1000,M,misconception,n.,名詞,误解,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
969,TOEFL 托福高頻詞彙 1-1000,C,conceptual,adj.,形容詞,概念上的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
970,TOEFL 托福高頻詞彙 1-1000,C,concert,n.,名詞,音音乐会；一一致;共同,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
971,TOEFL 托福高頻詞彙 1-1000,C,concerted,adj.,形容詞,"商议好的,协定的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
972,TOEFL 托福高頻詞彙 1-1000,C,concerto,n.,名詞,协奏曲,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
973,TOEFL 托福高頻詞彙 1-1000,C,concise,adj.,形容詞,"简洁的,简明的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
974,TOEFL 托福高頻詞彙 1-1000,C,conciseness,n.,名詞,"简洁,简短",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
975,TOEFL 托福高頻詞彙 1-1000,C,conclude,v. / vi.,動詞 / 不及物動詞,推断;作出结论；结束,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
976,TOEFL 托福高頻詞彙 1-1000,C,conclusive,adj.,形容詞,"最后的,决定性的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
977,TOEFL 托福高頻詞彙 1-1000,I,inconclusive,adj.,形容詞,非非决定的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
978,TOEFL 托福高頻詞彙 1-1000,C,concomitant,adj.,形容詞,伴随的 n. 伴随物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
979,TOEFL 托福高頻詞彙 1-1000,C,concrete,n. / adj.,名詞 / 形容詞,"水泥；具体的,实体的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
980,TOEFL 托福高頻詞彙 1-1000,C,concurrent,adj.,形容詞,同时发生的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
981,TOEFL 托福高頻詞彙 1-1000,C,condemn,vt.,及物動詞,谴责,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
982,TOEFL 托福高頻詞彙 1-1000,C,condemnation,n.,名詞,谴责,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
983,TOEFL 托福高頻詞彙 1-1000,C,condensation,n.,名詞,"压缩,浓缩",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
984,TOEFL 托福高頻詞彙 1-1000,C,condense,vt.,及物動詞,使浓缩;精简,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
985,TOEFL 托福高頻詞彙 1-1000,C,condenser,n.,名詞,冷凝器,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
986,TOEFL 托福高頻詞彙 1-1000,C,condiment,n.,名詞,调味品,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
987,TOEFL 托福高頻詞彙 1-1000,C,condition,n.,名詞,条件;状况;健康状况,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
988,TOEFL 托福高頻詞彙 1-1000,A,air conditioner,词组,片語,空调,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
989,TOEFL 托福高頻詞彙 1-1000,C,conditioning,n.,名詞,"(心理理)条件作用用,训练",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
990,TOEFL 托福高頻詞彙 1-1000,C,condor,n.,名詞,秃鹰,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
991,TOEFL 托福高頻詞彙 1-1000,C,conduct,vt. / n.,及物動詞 / 名詞,"做(试验、研究等);引导,带领；传导；举止,行行为",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
992,TOEFL 托福高頻詞彙 1-1000,C,conductivity,n.,名詞,导电率;传导率,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
993,TOEFL 托福高頻詞彙 1-1000,C,conductor,n.,名詞,导体,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
994,TOEFL 托福高頻詞彙 1-1000,C,cone,n.,名詞,"圆锥,松果",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
995,TOEFL 托福高頻詞彙 1-1000,C,confederate,n.,名詞,"同盟者,盟友",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
996,TOEFL 托福高頻詞彙 1-1000,C,confederacy,n.,名詞,联盟,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
997,TOEFL 托福高頻詞彙 1-1000,C,confer,v.,動詞,"颁给,赋予；协商",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
998,TOEFL 托福高頻詞彙 1-1000,C,conference,n.,名詞,"会议;协商会,讨论会",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
999,TOEFL 托福高頻詞彙 1-1000,C,confess,vt.,及物動詞,坦白承认,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
1000,TOEFL 托福高頻詞彙 1-1000,C,confession,n.,名詞,"承认,招供",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
